source_token,harmonized_token,token_role,emit_as_model_token,non_drug_drugitem_class,target_vocabulary,target_concept_id,target_code,target_label,mapping_source,match_strength,mapping_confidence
DRUG//START//30//7228,ATC//C08//CALCIUM_CHANNEL_BLOCKERS,,True,,ATC,21601752,,C08CA06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//71//6922,ATC//H02//CORTICOSTEROIDS_FOR_SYSTEMIC_USE,,True,,ATC,21602734,,H02AB06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//25//7930,ATC//SFX//B01,,True,,ATC,21600973,,B01AB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//6871,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,,True,,ATC,21602841,,J01CE01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//6818,ATC//SFX//C01,,True,,ATC,21600303,,C01CA24,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//6804,ATC//S01//OPHTHALMOLOGICALS,,True,,ATC,21603693,,S01EC01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//63//9156,ATC//V06//GENERAL_NUTRIENTS,,False,enteral_nutrition,ATC,21605350,,V06DB,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//71//10629,RXNORM//967823,,True,,RxNorm,967823,,sodium chloride,AMSTEL_usagi,source_code_omop,medium
DRUG//START//67//7412,ATC//A12//MINERAL_SUPPLEMENTS,,True,,ATC,21600861,,A12AA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//9018,ATC//N01//ANESTHETICS,,True,,ATC,21604217,,N01AX14,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//7173,ATC//SFX//C01,,True,,ATC,21600234,,C01AA05,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//13018,OMOP//OMOP_CONCEPT//40052548,,True,,OMOP_CONCEPT,40052548,,levetiracetam Oral Tablet [Keppra],AMSTEL_usagi,source_code_omop,medium
DRUG//START//67//9145,ATC//SFX//B05,,True,,ATC,21601214,,B05XA31,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7135,ATC//SFX//C01,,True,,ATC,21600282,,C01CA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//7044,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,,True,,ATC,21602995,,J01GB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//13457,ATC//A07//ANTIDIARRHEALS_INTESTINAL_ANTIINFLAMMATORY/ANTIINFECTIVE_AGENTS,,True,,ATC,21600602,,A07AA,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//12391,OMOP//OMOP_CONCEPT//40238015,,True,,OMOP_CONCEPT,40238015,,valproic acid 40 MG/ML Oral Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//9562,OMOP//OMOP_CONCEPT//4036190,,False,crystalloid_or_diluent,OMOP_CONCEPT,4036190,,Water,AMSTEL_usagi,source_code_omop,medium
DRUG//START//70//6880,OMOP//OMOP_CONCEPT//44074080,,True,,OMOP_CONCEPT,44074080,,Budesonide 0.4 MG/ACTUAT Metered Dose Inhaler [Pulmicort Turbuhaler],AMSTEL_usagi,source_code_omop,medium
DRUG//START//21//12947,ATC//R01//NASAL_PREPARATIONS,,True,,ATC,21603201,,R01AX06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//6906,OMOP//OMOP_CONCEPT//40021199,,True,,OMOP_CONCEPT,40021199,,carbamazepine Oral Tablet [Tegretol],AMSTEL_usagi,source_code_omop,medium
DRUG//START//65//7165,ATC//N05//PSYCHOLEPTICS,,True,,ATC,21604571,,N05BA06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//55//18783,ATC//A12//MINERAL_SUPPLEMENTS,,True,,ATC,21600862,,A12AA03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//7064,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,,True,,ATC,21603043,,J01XA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//39//8948,ATC//SFX//B05,,False,parenteral_nutrition,ATC,21601159,,B05BA10,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//9125,ATC//SFX//B01,,True,,ATC,21600992,,B01AC07,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//6962,OMOP//OMOP_CONCEPT//40026126,,True,,OMOP_CONCEPT,40026126,,clonazepam Injectable Solution [Rivotril],AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14913,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//23//14443,OMOP//OMOP_CONCEPT//43639048,,True,,OMOP_CONCEPT,43639048,,Valproate 100 MG/ML Injectable Solution [Orfiril],AMSTEL_usagi,source_code_omop,medium
DRUG//START//21//7504,,,False,route_or_order_metadata,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15060,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//15//9151,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,,True,,ATC,21602884,,J01DC02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//15026,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//30//13882,ATC//C10//LIPID_MODIFYING_AGENTS,,True,,ATC,21601858,,C10AA03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//9139,OMOP//OMOP_CONCEPT//19116046,,True,,OMOP_CONCEPT,19116046,,carbidopa 12.5 MG / levodopa 50 MG [Sinemet],AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//9063,OMOP//OMOP_CONCEPT//40162352,,True,,OMOP_CONCEPT,40162352,,diclofenac sodium 50 MG [Voltaren],AMSTEL_usagi,source_code_omop,medium
DRUG//START//114//19886,ATC//V06//GENERAL_NUTRIENTS,,False,enteral_nutrition,ATC,21605350,,V06DB,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7149,ATC//SFX//C02,,True,,ATC,21600446,,C02KD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//69//12316,,,False,route_or_order_metadata,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//23//7194,ATC//N05//PSYCHOLEPTICS,,True,,ATC,21604643,,N05CD08,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//10613,,,False,,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14966,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//7312,,,False,enteral_nutrition,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//32//7132,ATC//R03//ANTI-ASTHMATICS,,True,,ATC,21603293,,R03BB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//13012,ATC//N05//PSYCHOLEPTICS,,True,,ATC,21604543,,N05AH03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//7225,ATC//N02//ANALGESICS,,True,,ATC,21604256,,N02AA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//6862,ATC//C07//BETA_BLOCKING_AGENTS,,True,,ATC,21601685,,C07AB03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//67//20362,ATC//SFX//B05,,True,,ATC,21601214,,B05XA31,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//67//8132,ATC//H02//CORTICOSTEROIDS_FOR_SYSTEMIC_USE,,True,,ATC,21602732,,H02AB04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//7151,ATC//C07//BETA_BLOCKING_AGENTS,,True,,ATC,21601699,,C07AG01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//8547,ATC//J02//ANTIMYCOTICS_FOR_SYSTEMIC_USE,,True,,ATC,21603082,,J02AC03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//70//9136,ATC//R03//ANTI-ASTHMATICS,,True,,ATC,21603256,,R03AC02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//16360,ATC//N05//PSYCHOLEPTICS,,True,,ATC,21604544,,N05AH04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//9147,OMOP//OMOP_CONCEPT//41114268,,True,,OMOP_CONCEPT,41114268,,Amitriptyline Oral Tablet [Tryptizol],AMSTEL_usagi,source_code_omop,medium
DRUG//START//69//12894,OMOP//OMOP_CONCEPT//36264610,,True,,OMOP_CONCEPT,36264610,,Carbomer Ophthalmic Gel [Vidisic],AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//12535,OMOP//OMOP_CONCEPT//40029131,,True,,OMOP_CONCEPT,40029131,,citalopram Oral Tablet [Cipramil],AMSTEL_usagi,source_code_omop,medium
DRUG//START//15//15739,ATC//J02//ANTIMYCOTICS_FOR_SYSTEMIC_USE,,True,,ATC,21603088,,J02AX06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//25//12469,OMOP//OMOP_CONCEPT//40742495,,True,,OMOP_CONCEPT,40742495,,mycophenolate mofetil Injectable Solution [Cellcept],AMSTEL_usagi,source_code_omop,medium
DRUG//START//23//13018,OMOP//OMOP_CONCEPT//40726358,,True,,OMOP_CONCEPT,40726358,,Levetiracetam 100 MG/ML Injectable Solution [Keppra],AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//9061,OMOP//OMOP_CONCEPT//36059366,,True,,OMOP_CONCEPT,36059366,,cholecalciferol 400 UNT Oral Tablet,AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//7266,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//71//9040,OMOP//OMOP_CONCEPT//40017105,,True,,OMOP_CONCEPT,40017105,,calcium carbonate Oral Tablet,AMSTEL_usagi,source_code_omop,medium
DRUG//START//23//7214,ATC//N01//ANESTHETICS,,True,,ATC,21604213,,N01AX07,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//19369,ATC//SFX//B01,,True,,ATC,40252640,,B01AC24,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//15020,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//25//13096,ATC//SFX//B01,,True,,ATC,21601030,,B01AX05,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//7193,ATC//C09//AGENTS_ACTING_ON_THE_RENIN-ANGIOTENSIN_SYSTEM,,True,,ATC,21601786,,C09AA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//15024,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//21//7187,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,,True,,ATC,21603054,,J01XD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//8457,ATC//J05//ANTIVIRALS_FOR_SYSTEMIC_USE,,True,,ATC,21603137,,J05AB11,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//114//12616,OMOP//OMOP_CONCEPT//40798859,,False,enteral_nutrition,OMOP_CONCEPT,40798859,,General Nutrients,AMSTEL_usagi,source_code_omop,medium
DRUG//START//30//16113,ATC//SFX//C01,,True,,ATC,21600270,,C01BD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//7235,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,,True,,ATC,21602996,,J01GB03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//63//9155,OMOP//OMOP_CONCEPT//40798859,,False,enteral_nutrition,OMOP_CONCEPT,40798859,,General Nutrients,AMSTEL_usagi,source_code_omop,medium
DRUG//START//15//7232,ATC//J05//ANTIVIRALS_FOR_SYSTEMIC_USE,,True,,ATC,21603135,,J05AB06,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//69//9591,OMOP//OMOP_CONCEPT//42901703,,False,crystalloid_or_diluent,OMOP_CONCEPT,42901703,,sodium chloride 9 MG/ML Nasal Solution [Nasadrops],AMSTEL_usagi,source_code_omop,medium
DRUG//START//32//12995,OMOP//OMOP_CONCEPT//43622835,,True,,OMOP_CONCEPT,43622835,,oxybutynin 5 MG Oral Tablet [Oxybutin],AMSTEL_usagi,source_code_omop,medium
DRUG//START//63//8952,OMOP//OMOP_CONCEPT//40798859,,False,enteral_nutrition,OMOP_CONCEPT,40798859,,General Nutrients,AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//6821,OMOP//OMOP_CONCEPT//19060004,,True,,OMOP_CONCEPT,19060004,,alfacalcidol 0.00025 MG Oral Capsule,AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//15089,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//8962,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//71//8020,OMOP//OMOP_CONCEPT//36890652,,True,,OMOP_CONCEPT,36890652,,Potassium Chloride 600 MG Oral Capsule,AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//7504,,,False,route_or_order_metadata,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//67//9021,ATC//A11//VITAMINS,,True,,ATC,21600837,,A11GA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//21//9052,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,,True,,ATC,21602961,,J01EE01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//9571,ATC//SFX//B05,,False,crystalloid_or_diluent,ATC,21601157,,B05BA03,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//32//12943,OMOP//OMOP_CONCEPT//35868900,,True,,OMOP_CONCEPT,35868900,,nicotine Medicated Patch,AMSTEL_usagi,source_code_omop,medium
DRUG//START//114//12587,ATC//V06//GENERAL_NUTRIENTS,,False,enteral_nutrition,ATC,21605350,,V06DB,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//114//12609,ATC//V06//GENERAL_NUTRIENTS,,False,enteral_nutrition,ATC,21605350,,V06DB,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//70//9028,ATC//R03//ANTI-ASTHMATICS,,True,,ATC,21603293,,R03BB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//114//20639,ATC//V06//GENERAL_NUTRIENTS,,False,enteral_nutrition,ATC,21605350,,V06DB,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//9015,ATC//SFX//C01,,True,,ATC,21600270,,C01BD01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//70//12927,ATC//R03//ANTI-ASTHMATICS,,True,,ATC,21603256,,R03AC02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//69//12997,OMOP//OMOP_CONCEPT//36272898,,True,,OMOP_CONCEPT,36272898,,Ofloxacin 3 MG/ML Ophthalmic Solution [Trafloxal],AMSTEL_usagi,source_code_omop,medium
DRUG//START//27//6954,OMOP//OMOP_CONCEPT//40030210,,True,,OMOP_CONCEPT,40030210,,clemastine Oral Tablet [Tavegil],AMSTEL_usagi,source_code_omop,medium
DRUG//START//31//7013,OMOP//OMOP_CONCEPT//43730018,,True,,OMOP_CONCEPT,43730018,,Sucralfate Oral Solution [Ulcogant],AMSTEL_usagi,source_code_omop,medium
DRUG//START//31//15720,ATC//R03//ANTI-ASTHMATICS,,True,,ATC,21603293,,R03BB01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//15//6953,ATC//J04//ANTIMYCOBACTERIALS,,True,,ATC,21603097,,J04AB02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//30//13054,OMOP//OMOP_CONCEPT//21030575,,True,,OMOP_CONCEPT,21030575,,Midodrine Oral Tablet [Gutron],AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//12750,OMOP//OMOP_CONCEPT//40064071,,True,,OMOP_CONCEPT,40064071,,methadone Oral Tablet,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14869,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//9056,OMOP//OMOP_CONCEPT//42931745,,True,,OMOP_CONCEPT,42931745,,Valproate 500 MG [DEPAKINE CHRONO],AMSTEL_usagi,source_code_omop,medium
DRUG//START//32//8088,OMOP//OMOP_CONCEPT//1595801,,True,,OMOP_CONCEPT,1595801,,ferrous fumarate 200 MG Oral Tablet,AMSTEL_usagi,source_code_omop,medium
DRUG//START//30//6933,OMOP//OMOP_CONCEPT//40077366,,True,,OMOP_CONCEPT,40077366,,propranolol Oral Tablet,AMSTEL_usagi,source_code_omop,medium
DRUG//START//30//7504,,,False,route_or_order_metadata,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//65//8019,OMOP//OMOP_CONCEPT//40085629,,True,,OMOP_CONCEPT,40085629,,urokinase Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//23//7215,OMOP//OMOP_CONCEPT//43639048,,True,,OMOP_CONCEPT,43639048,,Valproate 100 MG/ML Injectable Solution [Orfiril],AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14958,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//70//9132,OMOP//OMOP_CONCEPT//35153803,,True,,OMOP_CONCEPT,35153803,,Budesonide 0.125 MG/ML Inhalation Solution [Pulmicort],AMSTEL_usagi,source_code_omop,medium
DRUG//START//39//16799,OMOP//OMOP_CONCEPT//2022647,,False,parenteral_nutrition,OMOP_CONCEPT,2022647,,"2000 ML alanine 8.44 MG/ML / arginine 5.7 MG/ML / aspartic acid 1.65 MG/ML / calcium chloride, dihydration 0.516 MG/ML / glucose 115 MG/ML / glutamate 2.84 MG/ML / glycerol mono(di)sodium phosphate 3.67 MG/ML / ... Injectable Solution [OLIMEL N9E]",AMSTEL_usagi,source_code_omop,medium
DRUG//START//69//19223,OMOP//OMOP_CONCEPT//19076177,,True,,OMOP_CONCEPT,19076177,,dextran 70 1 MG/ML / hypromellose 3 MG/ML Ophthalmic Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14881,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//15022,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//30//18707,OMOP//OMOP_CONCEPT//21046449,,True,,OMOP_CONCEPT,21046449,,prasugrel Oral Tablet [Efient],AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//7052,OMOP//OMOP_CONCEPT//41206270,,True,,OMOP_CONCEPT,41206270,,Tramadol Oral Tablet [Tramal],AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//12803,OMOP//OMOP_CONCEPT//40063356,,True,,OMOP_CONCEPT,40063356,,metformin Oral Tablet [Glucophage],AMSTEL_usagi,source_code_omop,medium
DRUG//START//30//7166,OMOP//OMOP_CONCEPT//40000896,,True,,OMOP_CONCEPT,40000896,,losartan Oral Tablet [Cozaar],AMSTEL_usagi,source_code_omop,medium
DRUG//START//67//6866,OMOP//OMOP_CONCEPT//40069303,,True,,OMOP_CONCEPT,40069303,,octreotide Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//39//18789,ATC//SFX//B05,,False,parenteral_nutrition,ATC,21601159,,B05BA10,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//42//15088,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//29//7222,OMOP//OMOP_CONCEPT//36267076,,True,,OMOP_CONCEPT,36267076,,Phenytoin Oral Tablet [Diphantoine],AMSTEL_usagi,source_code_omop,medium
DRUG//START//30//7141,OMOP//OMOP_CONCEPT//40052454,,True,,OMOP_CONCEPT,40052454,,isosorbide dinitrate Oral Tablet [Cedocard],AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//10583,OMOP//OMOP_CONCEPT//40080109,,True,,OMOP_CONCEPT,40080109,,sodium chloride Oral Tablet,AMSTEL_usagi,source_code_omop,medium
DRUG//START//31//7504,,,False,route_or_order_metadata,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//69//21094,OMOP//OMOP_CONCEPT//36259363,,True,,OMOP_CONCEPT,36259363,,Lanolin / Liquid Petroleum / Paraffin Ophthalmic Ointment [Duratears],AMSTEL_usagi,source_code_omop,medium
DRUG//START//55//19932,ATC//SFX//B05,,False,crystalloid_or_diluent,ATC,21601197,,B05XA02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//31//7163,OMOP//OMOP_CONCEPT//40169834,,True,,OMOP_CONCEPT,40169834,,loperamide Oral Tablet [Imodium],AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14853,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//67//6992,OMOP//OMOP_CONCEPT//44160866,,True,,OMOP_CONCEPT,44160866,,desmopressin Injectable Solution [Minirin],AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//7027,ATC//A11//VITAMINS,,True,,ATC,21600825,,A11DA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//29//13013,OMOP//OMOP_CONCEPT//40058139,,True,,OMOP_CONCEPT,40058139,,lamotrigine Oral Tablet [Lamictal],AMSTEL_usagi,source_code_omop,medium
DRUG//START//21//10584,OMOP//OMOP_CONCEPT//40025432,,True,,OMOP_CONCEPT,40025432,,colistin Oral Tablet,AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//12992,OMOP//OMOP_CONCEPT//43206070,,True,,OMOP_CONCEPT,43206070,,Clozapine Oral Tablet [LEPONEX],AMSTEL_usagi,source_code_omop,medium
DRUG//START//32//10623,OMOP//OMOP_CONCEPT//40163384,,True,,OMOP_CONCEPT,40163384,,sevelamer hydrochloride 800 MG Oral Tablet [RenaGel],AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//15114,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//29//7170,OMOP//OMOP_CONCEPT//40035930,,True,,OMOP_CONCEPT,40035930,,diazepam Oral Tablet [Valium],AMSTEL_usagi,source_code_omop,medium
DRUG//START//65//6847,ATC//J01//ANTIBIOTICS_AND_ANTIBACTERIALS_FOR_SYSTEMIC_USE,,True,,ATC,21602823,,J01CA04,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//65//9137,OMOP//RXNORM_EXTENSION//40988792,,True,,RxNorm Extension,40988792,,Cyclosporine Injectable Solution [Sandimmun],AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//8420,OMOP//OMOP_CONCEPT//42536273,,False,oral_food,OMOP_CONCEPT,42536273,,Sandwich,AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//7976,OMOP//OMOP_CONCEPT//21141947,,True,,OMOP_CONCEPT,21141947,,Benserazide 12.5 MG / Levodopa 50 MG Oral Tablet [Madopar],AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14972,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//70//7504,,,False,route_or_order_metadata,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//30//8470,OMOP//OMOP_CONCEPT//41268725,,True,,OMOP_CONCEPT,41268725,,Metoprolol Extended Release Oral Tablet [Selokeen],AMSTEL_usagi,source_code_omop,medium
DRUG//START//23//7480,ATC//N01//ANESTHETICS,,True,,ATC,21604214,,N01AX10,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//23//6962,OMOP//OMOP_CONCEPT//798896,,True,,OMOP_CONCEPT,798896,,clonazepam 1 MG/ML Injectable Solution,AMSTEL_usagi,source_code_omop,medium
DRUG//START//27//7504,,,False,route_or_order_metadata,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//42//15031,,,False,oral_drink,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//29//6894,OMOP//RXNORM_EXTENSION//21120510,,True,,RxNorm Extension,21120510,,Paroxetine Oral Tablet [Seroxat],AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14905,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//15058,,,False,oral_food,,,,,AMSTEL_source_concepts,label_context,low
DRUG//START//56//14883,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//42//8970,OMOP//OMOP_CONCEPT//4023517,,False,route_or_order_metadata,OMOP_CONCEPT,4023517,,Drinks,AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14854,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//70//9552,OMOP//OMOP_CONCEPT//21044768,,True,,OMOP_CONCEPT,21044768,,Acetylcysteine 200 MG Oral Solution [Fluimucil],AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//10628,OMOP//OMOP_CONCEPT//40041021,,True,,OMOP_CONCEPT,40041021,,fludrocortisone Oral Tablet [Florinef],AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14855,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//29//13046,OMOP//OMOP_CONCEPT//43857170,,True,,OMOP_CONCEPT,43857170,,tizanidine Oral Tablet [Sirdalud],AMSTEL_usagi,source_code_omop,medium
DRUG//START//56//14909,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
DRUG//START//71//6995,ATC//H02//CORTICOSTEROIDS_FOR_SYSTEMIC_USE,,True,,ATC,21602730,,H02AB02,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//67//7157,ATC//H03//THYROID_THERAPY,,True,,ATC,21602754,,H03AA01,AMSTEL_source_concepts,source_code_atc,high
DRUG//START//56//14882,OMOP//OMOP_CONCEPT//4037090,,False,oral_food,OMOP_CONCEPT,4037090,,Cooked food,AMSTEL_usagi,source_code_omop,medium
